"Ubicazione","Quartiere","Zona","Sottoarea","lat","lon","AttivitÃ_prevalente","Row_Number"
"GALLERIA VIALARGA, 10","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49773645,11.39078225,"Materiale digitale",1441
"VIA DELL'INDIPENDENZA, 8/D","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49588046,11.34269349,"Articoli da regalo",1442
"VIA NUOVA, 4","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.49713337,11.37271934,"",1443
"VIA XXI APRILE 1945, 7/F","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49126147,11.32021507,"Abbigliamento",1444
"VIA GIOVANNA ZACCHERINI ALVISI, 18/A","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49497326,11.36000471,"Apparecchi acustici",1445
"VIA RIALTO, 27","Santo Stefano","Galvani","Esercizi di vicinato",44.48768608,11.34868815,"",1446
"VIA MAZZINI, 148","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48589351,11.36864663,"",1447
"VIA FARINI, 7","Santo Stefano","Galvani","Esercizi di vicinato",44.491273,11.34342335,"Abbigliamento",1448
"VIA S.DONATO, 51/3B","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50350047,11.36465999,"Cartucce stampanti",1449
"VIA GIUSEPPE DAGNINI, 16","Santo Stefano","Murri","Esercizi di vicinato",44.47853514,11.36866192,"Prodotti tessili e biancheria",1450
"VIA DELL'ARCOVEGGIO, 5","Navile","Bolognina","Punti di vendita non esclusivi di quotidiani e/o periodici",44.517973,11.34214829,"",1451
"VIA FERRARESE, 102/3","Navile","Bolognina","Esercizi di vicinato",44.51781769,11.35564594,"Pane - pasticceria - dolciumi",1452
"VIA CLAVATURE, 9/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49319093,11.34483125,"Abbigliamento",1453
"VIA EMILIA LEVANTE, 139/I","Savena","Mazzini","Esercizi di vicinato",44.47792243,11.38867726,"Sigaretta elettronica",1454
"PIAZZA RE ENZO, 1","Santo Stefano","Galvani","Edicole",44.49435461,11.34405825,"",1455
"VIA ANTONIO BONDI, 3/D","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48664523,11.36755953,"Prodotti per la cosmetica",1456
"VIA DELL'INDIPENDENZA, 3/B","Santo Stefano","Irnerio","Esercizi di vicinato",44.49512752,11.34279815,"Abbigliamento e accessori",1457
"VIA QUATTRO NOVEMBRE, 14/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49369002,11.34153981,"Orologi da polso",1458
"VIA DELL'INDIPENDENZA, 34","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49829948,11.34335596,"Abbigliamento e accessori",1459
"VIA AURELIO SAFFI, 24/B","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50068601,11.322659,"Oggetti preziosi",1460
"VIA CARLO SIGONIO, 4/C","Santo Stefano","Murri","Esercizi di vicinato",44.48385951,11.37235331,"Alimentari confezionati",1461
"VIA XXI APRILE 1945, 7","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49128026,11.32048491,"Abbigliamento",1462
"VIA ANDREA COSTA, 84/2","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49520358,11.31947679,"Prodotti ortofrutticoli",1463
"VIA IRNERIO, 23/E","Santo Stefano","Irnerio","Esercizi di vicinato",44.49985507,11.34921715,"Calzature e articoli in cuoio",1464
"VIA GIUSEPPE DAGNINI, 25/Q","Santo Stefano","Murri","Esercizi di vicinato",44.47963023,11.36996897,"Calzature e articoli in cuoio",1465
"VIA DANTE, 22","Santo Stefano","Murri","Esercizi di vicinato",44.48808177,11.35899345,"Articoli per arredamento e ornamento della casa",1466
"VIA DEL LAVORO, 46/A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50716802,11.35727443,"Materiale hardware e software",1467
"VIA DI CORTICELLA, 89/C","Navile","Bolognina","Esercizi di vicinato",44.51964286,11.34856401,"Prodotti alimentari congelati",1468
"PIAZZA DELL'UNITA', 11/A","Navile","Bolognina","Esercizi di vicinato",44.51172689,11.34759253,"Abbigliamento e accessori",1469
"VIA DI CORTICELLA, 90/B","Navile","Bolognina","Esercizi di vicinato",44.51622392,11.34754475,"",1470
"VIA DEI FORNACIAI, 28","Navile","Corticella","Esercizi di vicinato",44.5386114,11.34929721,"Articoli idrotermosanitari",1471
"VIA GUERRAZZI, 28/B","Santo Stefano","Galvani","Esercizi di vicinato",44.49048708,11.35084456,"",1472
"VIA MARCO EMILIO LEPIDO, 128/D","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51859308,11.27136428,"",1473
"VIA MASCARELLA, 86/C","Santo Stefano","Irnerio","Esercizi di vicinato",44.50085219,11.35128802,"Prodotti alimentari congelati",1474
"VIA DELL'INDIPENDENZA, 70/E","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50259575,11.34464057,"Abbigliamento e accessori",1475
"VIA EMILIA PONENTE, 262/B","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51161589,11.28870527,"Bevande vini - olii - birra ed altre",1476
"VIA ZAMBONI, 84/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49779913,11.3544738,"Pane - pasticceria - dolciumi",1477
"VIA ENRICO MATTEI, 26/A","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49519245,11.40145289,"Alimentari confezionati",1478
"VIA DOMENICO ZAMPIERI, 10/C","Navile","Bolognina","Esercizi di vicinato",44.50902827,11.34491327,"Bibite pastigliaggi e snack",1479
"VIA NAPOLI, 24/A","Savena","Mazzini","Esercizi di vicinato",44.47445847,11.39113645,"Materiale hardware e software",1480
"VIA SARAGOZZA, 87/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49052284,11.32795056,"",1481
"VIA MONTELLO, 2/B","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50077219,11.32244094,"PRODOTTI A BASE DI CANAPA",1482
"VIA MARSALA, 31/C","Santo Stefano","Irnerio","Esercizi di vicinato",44.49681846,11.34709334,"Piante e fiori",1483
"VIA DELL'INDUSTRIA, 35/A","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.50462459,11.40449969,"Materiale elettrico",1484
"VIA EMILIA PONENTE, 267","Borgo Panigale - Reno","S. Viola","Phone center/Internet point",44.50925461,11.29538254,"Schede telefoniche telefoni cellulari",1485
"VIA S.FELICE, 35","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4967396,11.33454131,"Abbigliamento e accessori",1486
"VIA S.VITALE, 34/B","Santo Stefano","Irnerio","Esercizi di vicinato",44.49450427,11.34948712,"Abbigliamento e accessori",1487
"VIA ROMANO BONAGA, 14/a","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50874254,11.35713584,"Profumeria",1488
"VIA S.ISAIA, 7/B","Porto - Saragozza","Malpighi","Phone center/Internet point",44.4937559,11.33371388,"",1489
"VIA ROMOLO AMASEO, 3","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50207711,11.36308286,"Bigiotteria",1490
"VIA S.STEFANO, 14/C","Santo Stefano","Galvani","Esercizi di vicinato",44.49289431,11.34754895,"Piante e fiori",1491
"VIA GIACOMO MATTEOTTI, 33/B","Navile","Bolognina","Esercizi di vicinato",44.50904788,11.34693637,"Prodotti per la cosmetica",1492
"VIA FONDAZZA, 45/A","Santo Stefano","Galvani","Esercizi di vicinato",44.48879285,11.35449685,"Articoli per arredamento e ornamento della casa",1493
"VIA NICOLO' DALL'ARCA, 2/B","Navile","Bolognina","Esercizi di vicinato",44.50762634,11.34198117,"Latte e latticini",1494
"VIA DANIELE MANIN, 16/5","Navile","Bolognina","Esercizi di vicinato",44.51722417,11.33788792,"Infissi",1495
"VIA TOSCANA, 42/6C","Savena","S. Ruffillo","Esercizi di vicinato",44.46579313,11.37109361,"Articoli cimiteriali e manufatti in marmo",1496
"VIA DELL'INDIPENDENZA, 67/2E","Santo Stefano","Irnerio","Esercizi di vicinato",44.50162462,11.34470829,"Abbigliamento e accessori",1497
"VIA SEBASTIANO SERLIO, 30/C","Navile","Bolognina","Esercizi di vicinato",44.50791616,11.35463559,"Prodotti da forno",1498
"PIAZZA DELL'UNITA', 12/A","Navile","Bolognina","Esercizi di vicinato",44.51153633,11.34753517,"Integratori alimentari",1499
"VIA S.MAMOLO, 31/B","Santo Stefano","Colli","Esercizi di vicinato",44.48494495,11.33929178,"Bevande vini - olii - birra ed altre",1500
"VIA GIUSEPPE MASSARENTI, 87","San Donato - San Vitale","S. Vitale","Phone center/Internet point",44.49314003,11.37229416,"",1501
"VIA EMILIA LEVANTE, 137/6","Savena","Mazzini","Esercizi di vicinato",44.47878011,11.38646972,"Telefoni cellulari ed accessori",1502
"VIA DI CORTICELLA, 54/A","Navile","Bolognina","Esercizi di vicinato",44.51378775,11.34717975,"Ferramenta",1503
"VIA DI CORTICELLA, 21/B","Navile","Bolognina","Esercizi di vicinato",44.51356409,11.34744856,"Libri",1504
"VIA GUGLIELMO MARCONI, 28","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49920719,11.33841646,"Abbigliamento",1505
"VIA ARISTOTILE FIORAVANTI, 46/B","Navile","Bolognina","Phone center/Internet point",44.51382609,11.34184055,"",1506
"VIA PAOLO G. MARTINI, 22/2","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49188078,11.31391921,"Articoli sportivi",1507
"VIA GIUSEPPE DAGNINI, 14/G","Santo Stefano","Murri","Esercizi di vicinato",44.47835766,11.36853403,"Calzature e articoli in cuoio",1508
"VIA GIOVANNI AMENDOLA, 12/F","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50486014,11.34095716,"Schede telefoniche telefoni cellulari",1509
"GALLERIA DEL TORO, 2","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49534147,11.33706394,"Accessori per computer e cellullari",1510
"VIA GARIBALDI, 9/D","Santo Stefano","Galvani","Esercizi di vicinato",44.48906546,11.34304977,"Alimentari confezionati",1511
"VIA ORFEO, 1/E","Santo Stefano","Galvani","Esercizi di vicinato",44.48698136,11.34858562,"",1512
"GALLERIA VIALARGA, 10","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49773645,11.39078225,"Biancheria per la casa",1513
"VIA D'AZEGLIO, 1/E","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49335324,11.34215832,"Bevande vini - olii - birra ed altre",1514
"VIA S.DONATO, 30","San Donato - San Vitale","S. Vitale","Punti di vendita non esclusivi di quotidiani e/o periodici",44.49932566,11.35834247,"",1515
"VIA BELLARIA, 42/B","Savena","Mazzini","Esercizi di vicinato",44.47536504,11.38868148,"Vino sfuso e in bottiglia",1516
"VIA AURELIO SAFFI, 61/B","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50070183,11.32345422,"Giardinaggio ed hobbistica",1517
"VIA DEL SOSTEGNO, 28/2A","Navile","Lame","Esercizi di vicinato",44.52813747,11.33737446,"",1518
"VIA AUGUSTO MURRI, 49","Santo Stefano","Murri","Esercizi di vicinato",44.48192145,11.36004399,"",1519
"VIALE ALCIDE DE GASPERI, 42/A","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51479017,11.2660799,"mobili",1520
"VIA GUGLIELMO MARCONI, 24","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49824837,11.33796165,"Casalinghi",1521
"VIA GIACOMO MATTEOTTI, 35/G","Navile","Bolognina","Esercizi di vicinato",44.51014275,11.34727293,"Prodotti  estetica e parrucchiere",1522
"VIA DEI MILLE, 16/B","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50146278,11.34242879,"Telefoni cellulari ed accessori",1523
"VIA GENUZIO BENTINI, 12/B","Navile","Corticella","Esercizi di vicinato",44.54492084,11.35583046,"Bevande vini - olii - birra ed altre",1524
"VIA FERRARESE, 71/B","Navile","Bolognina","Esercizi di vicinato",44.51129696,11.35014504,"Pane - pasticceria - dolciumi",1525
"VIA LEANDRO ALBERTI, 34/2A","Santo Stefano","Murri","Esercizi di vicinato",44.48518665,11.36654928,"Elettronica",1526
"VIA ARGIA MAGAZZARI, 3/A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50398998,11.37221915,"Prodotti  estetica e parrucchiere",1527
"VIA DELL'INDIPENDENZA, 1/D","Santo Stefano","Irnerio","Esercizi di vicinato",44.49518577,11.34280237,"Ottica",1528
"VIA AUGUSTO MURRI, 94/A","Santo Stefano","Murri","Phone center/Internet point",44.47872489,11.36538315,"",1529
"VIA SPARTACO, 27","San Donato - San Vitale","S. Vitale","Edicole",44.48966988,11.37720277,"",1530
"VIA MARCO POLO, 3","Navile","Lame","Esercizi di vicinato",44.51379418,11.32886209,"Abbigliamento e accessori",1531
"VIA MONTE GRAPPA, 10/D","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49564229,11.34092082,"Biancheria per la casa",1532
"VIA MARCO EMILIO LEPIDO, 104/C","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51829969,11.27239783,"Abbigliamento",1533
"VIA PIETRO ALBERTONI, 15","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49026817,11.36385114,"Bibite pastigliaggi e snack",1534
"VIA LUIGI PASTEUR, 15/D","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51970715,11.27427529,"",1535
"VIA PAOLO FABBRI, 68","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49726063,11.36231963,"Alimentari confezionati",1536
"VIA MARCO EMILIO LEPIDO, 307","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.53268641,11.23195573,"Bevande vini - olii - birra ed altre",1537
"VIA S.FELICE, 25/G","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49662207,11.33485162,"",1538
"VIA DE' TOSCHI, 9/B","Santo Stefano","Galvani","Esercizi di vicinato",44.4924332,11.34522055,"Bigiotteria",1539
"VIA GENUZIO BENTINI, 63/C","Navile","Corticella","Esercizi di vicinato",44.54803451,11.35694981,"Accessori moto e modellismo",1540
"VIA DI CORTICELLA, 35","Navile","Bolognina","Esercizi di vicinato",44.51491541,11.34781439,"Schede telefoniche telefoni cellulari",1541
"VIA VITALE DA BOLOGNA, 1/A","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49078927,11.29119477,"Parafarmacia",1542
"VIA DELLE FRAGOLE, 6","Santo Stefano","Murri","Ingrosso",44.47362216,11.36979826,"Bevande vini - olii - birra ed altre",1543
"VIA S.MAMOLO, 53","Santo Stefano","Colli","Esercizi di vicinato",44.48147247,11.33681831,"",1544
"VIA ANDREA COSTA, 39/B","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49510312,11.32582131,"Profumeria",1545
"VIA GIACOMO MATTEOTTI, 40/C","Navile","Bolognina","Esercizi di vicinato",44.51078334,11.34707288,"Abbigliamento",1546
"VIA UGO BASSI, 1/2E","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49517633,11.34163091,"Calzature e articoli in cuoio",1547
"VIA CRISTOFORO COLOMBO, 77/12A","Navile","Lame","Esercizi di vicinato",44.54304855,11.34527788,"Elettronica",1548
"VIA FRANCESCO ZANARDI, 6/E","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50341765,11.33247821,"Prodotti  estetica e parrucchiere",1549
"VIA DELL'INDIPENDENZA, 68/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50211417,11.34450679,"Telefoni cellulari ed accessori",1550
"VIA DI CORTICELLA, 90/D","Navile","Bolognina","Esercizi di vicinato",44.51630489,11.34754335,"Abbigliamento e accessori",1551
"VIA GIUSEPPE PETRONI, 36/C","Santo Stefano","Irnerio","Esercizi di vicinato",44.4958397,11.35069667,"Alimentari confezionati",1552
"VIA FERRARESE, 58/C","Navile","Bolognina","Esercizi di vicinato",44.51625292,11.35427161,"Bevande vini - olii - birra ed altre",1553
"PIAZZA CLODOVEO BONAZZI, 6/A","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49626067,11.29350905,"Abbigliamento",1554
"VIA FARINI, 35/B","Santo Stefano","Galvani","Esercizi di vicinato",44.49130704,11.34805456,"",1555
"VIA DONATO CRETI, 75/A","Navile","Bolognina","Esercizi di vicinato",44.50972645,11.35563649,"",1556
"PIAZZA MAGGIORE, 4/C","Santo Stefano","Galvani","Esercizi di vicinato",44.49327922,11.34376296,"Abbigliamento e accessori",1557
"VIA DI CORTICELLA, 201/2A","Navile","Corticella","Esercizi di vicinato",44.53406734,11.35477862,"Mobili",1558
"VIA MAZZINI, 170/2","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48465784,11.37191762,"Abbigliamento e accessori",1559
"VIALE ALFREDO ORIANI, 13","Santo Stefano","Murri","Esercizi di vicinato",44.48605132,11.36069739,"Integratori alimentari",1560
"VIA S.VITALE, 122/D","Santo Stefano","Irnerio","Esercizi di vicinato",44.49414827,11.35625047,"Telefoni cellulari ed accessori",1561
"VIA DAL LUZZO, 7","Santo Stefano","Galvani","Esercizi di vicinato",44.49333935,11.34721667,"Vino sfuso e in bottiglia",1562
"VIA DI BERTALIA, 26","Navile","Lame","Esercizi di vicinato",44.51985668,11.31569889,"Disinfettanti detergenti insetticidi e attrezzature per il loro utilizzo",1563
"VIA UGO BASSI, 15/B","Porto - Saragozza","Marconi","Medie strutture di vendita",44.49547674,11.33958625,"Abbigliamento e accessori",1564
"VIA MARCO EMILIO LEPIDO, 81","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51780065,11.27444633,"",1565
"VIA ARISTOTILE FIORAVANTI, 119/C","Navile","Bolognina","Esercizi di vicinato",44.51737107,11.34208899,"Prodotti ortofrutticoli",1566
"VIA DE' FUSARI, 6/C","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49324089,11.34163175,"Profumeria",1567
"VIA GALLIERA, 55/D","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50047168,11.34322317,"Gastronomia Salumeria",1568
"VIA DEL PORTO, 2/ A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50073805,11.34143533,"Accessori per capelli",1569
"VIA ALTABELLA, 10/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49527901,11.34480117,"Schede telefoniche telefoni cellulari",1570
"VIA MARCO POLO, 11","Navile","Lame","Esercizi di vicinato",44.51606152,11.32858795,"Piante e fiori",1571
"VIA PELLIZZA DA VOLPEDO, 19/E","Santo Stefano","Murri","Esercizi di vicinato",44.48076736,11.374772,"Giardinaggio ed hobbistica",1572
"VIA FARINI, 24/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49161295,11.34655362,"",1573
"VIA ENRICO MATTEI, 46/H","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49703974,11.40550793,"Autoveicoli e moto di grossa cilindrata",1574
"VIA S.DONATO, 80/3","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.5044308,11.36924009,"Biciclette e accessori",1575
"VIA AUGUSTO MURRI, 49/F","Santo Stefano","Murri","Esercizi di vicinato",44.48193348,11.36004646,"Prodotti ortofrutticoli",1576
"VICOLO OTTO COLONNE, 4/E","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49704343,11.33612461,"Abbigliamento e accessori",1577
"VIA LUIGI SERRA, 2/D","Navile","Bolognina","Esercizi di vicinato",44.50849833,11.34565651,"",1578
"VIA GALLIERA, 64/B","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50213428,11.34374694,"Giochi di ruolo",1579
"VIA PIETRO ALBERTONI, 23/A","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.491941,11.36486732,"Pane - pasticceria - dolciumi",1580
"VIA ERMETE ZACCONI, 10/A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50453923,11.36411795,"Cartoleria",1581
"VIA MARCO EMILIO LEPIDO, 54/5C","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51692408,11.27603206,"Abbigliamento e accessori",1582
"VIA PIETRO MENGOLI, 13/A","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48809241,11.37099427,"",1583
"VIALE SANDRO PERTINI, 7","Borgo Panigale - Reno","S. Viola","Esercizi di vicinato",44.50493672,11.30857728,"",1584
"VIA S.FELICE, 157/B","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49901577,11.32819354,"",1585
"VIA GIACOMO MATTEOTTI, 2/A","Navile","Bolognina","Medie strutture di vendita",44.50704117,11.34594687,"",1586
"VIA FIRENZE, 10/F","Savena","Mazzini","Esercizi di vicinato",44.47056835,11.38612786,"",1587
"VIA DI CORTICELLA, 62/D","Navile","Bolognina","Esercizi di vicinato",44.51475533,11.34745466,"",1588
"VIA DELLA SALUTE, 15","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.5211225,11.27227538,"",1589
"VIA CASTIGLIONE, 53/C","Santo Stefano","Galvani","Esercizi di vicinato",44.48732305,11.34804537,"",1590
"PIAZZA DI PORTA CASTIGLIONE, 16","Santo Stefano","Colli","Esercizi di vicinato",44.48513331,11.34802788,"",1591
"VIALE PALMIRO TOGLIATTI, 25","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.50953079,11.27865549,"",1592
"VIA AUGUSTO RIGHI, 13/B","Santo Stefano","Irnerio","Esercizi di vicinato",44.49872896,11.3455252,"",1593
"VIA DEGLI ORTI, 15/A","Santo Stefano","Murri","Esercizi di vicinato",44.47778825,11.36865998,"",1594
"VIA GHERARDO FORNI, 4","Santo Stefano","Murri","Esercizi di vicinato",44.47590507,11.37409351,"",1595
"VIA AUGUSTO MURRI, 150/A","Santo Stefano","Murri","Esercizi di vicinato",44.47505117,11.36792264,"",1596
